step,true_rul,pred_rul,hi,status_level,status_name,rul_km,sigma_km
46.0,0.5796363841403613,0.25657602602785273,0.3704321709546175,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
47.0,0.5699394128539345,0.23496562152197858,0.34170348445574433,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
48.0,0.5612121405023517,0.2319460122874289,0.3168111780376145,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
49.0,0.5527272928844799,0.2335741018707102,0.296220021582011,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
50.0,0.544242445266608,0.23520219145399152,0.27993001508893384,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
51.0,0.5357575976487362,0.23683028103727283,0.26715023833693874,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
52.0,0.5272727500308644,0.23845837062055414,0.2566943109938592,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
53.0,0.5187879024129926,0.24008646020383545,0.24856223305969524,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
54.0,0.5100606300614097,0.2457212444507715,0.2431546740008123,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
55.0,0.5003636587749828,0.26738280735232617,0.2420743116826722,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
56.0,0.4906666874885559,0.28904437025388086,0.24532114610527503,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
57.0,0.48096971620212897,0.31070593315543554,0.2528951772686207,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
58.0,0.4712727449157021,0.33236749605699023,0.26293732564557687,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
59.0,0.4615757736292752,0.3540290589585449,0.27498282135436036,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
60.0,0.45187880234284833,0.3756906218600996,0.2890316643949712,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
61.0,0.44218183105642145,0.37475901029326697,0.3028245373205705,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
62.0,0.43248485976999457,0.3587652824141762,0.3148552284999328,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
63.0,0.4227878884835677,0.3427715545350855,0.32512373793305777,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
64.0,0.41309091719714075,0.32677782665599475,0.3332293961535801,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
65.0,0.40339394591071387,0.310784098776904,0.33756952529603784,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
66.0,0.393696974624287,0.29479037089781324,0.3381441253604311,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
67.0,0.3840000033378601,0.27879664301872253,0.3349531963467599,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
68.0,0.3743030320514332,0.25616359665538324,0.3273328064065991,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
69.0,0.3646060607650063,0.23353055029204395,0.315282955539949,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
70.0,0.3549090894785794,0.21089750392870463,0.2988036437468095,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
71.0,0.34521211819215253,0.18826445756536533,0.28015418847401935,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
72.0,0.3355151469057256,0.16563141120202604,0.26084080135280435,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
73.0,0.3258181756192987,0.14299836483868672,0.24086348238316443,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
74.0,0.31660605380029383,0.12784049908320105,0.2209697496258851,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
75.0,0.308121206182422,0.12389540423949556,0.20228088017214424,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
76.0,0.2996363585645502,0.11995030939579007,0.18479687402194192,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
77.0,0.29115151094667835,0.11600521455208457,0.16851773117527813,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
78.0,0.28266666332880647,0.11206011970837908,0.1541073834805777,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
79.0,0.27418181571093464,0.10811502486467357,0.14156583093784067,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
80.0,0.2656969680930628,0.10416993002096808,0.130893073547067,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
81.0,0.2562424233465483,0.13173973628065838,0.1252406014185963,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
82.0,0.2465454543178731,0.1671882678161971,0.12539628708001344,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
83.0,0.2368484852891979,0.20263679935173584,0.13136013053131834,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
84.0,0.2271515162605227,0.23808533088727454,0.1423846137117257,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
85.0,0.21745454723184754,0.2735338624228133,0.15734845953005747,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
86.0,0.20775757820317237,0.308982393958352,0.17625166798631367,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
87.0,0.19806060917449717,0.3385423584417864,0.19850538237528387,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
88.0,0.18836364014582196,0.34454805471680383,0.22175417587612634,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
89.0,0.17866667111714676,0.3505537509918213,0.24599804848884108,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
90.0,0.16896970208847156,0.3565594472668388,0.27123700021342817,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
91.0,0.15927273305979636,0.36256514354185626,0.294319540939548,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
92.0,0.14957576403112116,0.3685708398168738,0.3144577981396156,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
93.0,0.13987879500244596,0.37457653609189123,0.33165177181363115,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
94.0,0.13018182461911973,0.35974718223918545,0.3438179569488222,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
95.0,0.12048485333269286,0.33102779496799795,0.34956735020334073,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
96.0,0.11078788204626598,0.3023084076968105,0.34889995157718656,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
97.0,0.10109091075983911,0.273589020425623,0.3424046177755702,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
98.0,0.09139393947341223,0.24486963315443552,0.3324367756193334,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
99.0,0.08169696818698535,0.21615024588324802,0.31899642510847603,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
100.0,0.07199999690055847,0.18743085861206055,0.3020835662429982,4,АВАРИЙНОЕ,302888.9561790993,666.5290883891016
